,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
2018-05-10 04:52:01.322111,0.0002261,4.1076864997754665,1.7213397014256675,-4.105972586450008,0.06214508217160137,3.4542247558532773
2018-05-11 06:10:21.963360,0.0002308,4.082571211839268,1.7213554093889356,-4.080541393919198,0.06214508795279978,3.472267969660395
2018-05-12 07:28:41.966112,0.0002346,3.9881698432573987,1.7213746080107073,-3.986459420590444,0.06214511353507947,3.4902727862239686
2018-05-13 05:24:35.683199,0.0002358,3.9867282012952514,1.7213850799862194,-3.9849828720432576,0.06214509424589567,3.5059161723095937
2018-05-14 18:31:29.416799,0.0002649,3.8971544134243987,1.7214915450705912,-3.8954754066839805,0.062145101933796715,3.5324364502936474
2018-05-15 04:38:49.589663,0.0002644,3.8849947045257536,1.721512489021615,-3.8832685738955313,0.06214510796621807,3.539669094713912
2018-05-16 05:57:09.946656,0.0002664,3.8337274030776722,1.721521215667875,-3.8320117444229616,0.06214509524880772,3.557741979118313
2018-05-17 03:53:03.591168,0.0002615,3.742136014591514,1.7215142343508667,-3.7403854493517645,0.06214510108820904,3.5733993278379543
2018-05-18 08:33:50.639040,0.0002847,3.6212702185616545,1.7215002717168508,-3.61945507613958,0.062145134046884154,3.593875530622352
2018-05-19 06:29:44.236896,0.0002971,3.5524396688507545,1.721512489021615,-3.5506315077456883,0.06214512876551918,3.609543351317505
2018-05-20 01:03:11.194848,0.0003048,3.498461871074326,1.7215072530338589,-3.4966572006277628,0.06214509565608507,3.6227834190231336
2018-05-21 04:02:45.057119,0.0003099,3.4622707237049712,1.721489799741339,-3.460286284345454,0.06214510846359674,3.6420413819896393
2018-05-22 05:21:05.357088,0.0003191,3.4030482115262997,1.7214828184243312,-3.4010375922280014,0.06214514270442998,3.660102049089277
2018-05-23 04:58:12.234719,0.0003258,3.3759205589625516,1.721472346448819,-3.373953572895555,0.06214519424019388,3.676954948346534
2018-05-24 04:35:19.123584,0.0003085,3.3689811298566226,1.7214601291440552,-3.3671450434835237,0.06214513725747063,3.6938130835915475
2018-05-27 15:15:13.648032,0.0008655,3.2384846070142586,1.721505507704607,-3.0026749171065554,0.062197866019208604,3.752957055953879
2018-05-28 04:40:33.480480,0.0008694,3.2138265953420824,1.721510743692363,-3.2119433850791808,0.06219783332589175,3.762551130852092
2018-05-29 04:16:28.707456,0.0008701,3.166137218860589,1.721510743692363,-3.164093438306504,0.06219781396954453,3.7794267193896247
