,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
2012-09-06 18:48:32.050655,0.0004882,4.483911418664616,0.03293959897288898,-2.6897286555777136,0.004374403412172251,4.8421385023072006
2012-09-07 19:39:45.383327,0.000487,4.481214884970285,0.0329012017293451,-2.446726463822543,0.004374379895280397,4.84223449541606
2012-09-08 15:43:39.075167,0.0004868,4.475121940551572,0.032868040473557215,-3.457326205934071,0.004374360436012187,4.842332233854171
2012-09-09 12:53:36.595967,0.0004918,4.481063041325361,0.03283487921776932,-4.190783370792169,0.00437433940608289,4.842201334160272
2012-09-10 13:15:22.135391,0.0004949,4.5129432254422905,0.032798227303477444,-4.111348200546151,0.004374316150996585,4.842257184696336
2012-09-13 11:30:17.116991,0.0007952,5.462208606980234,0.03270747018237374,-5.4733944221562645,0.004374541015664983,4.84635696310927
2012-09-14 18:44:59.879040,0.0003434,4.393627281788201,0.032649874317057924,-2.482390521757795,0.004375482625755207,4.845459863873745
2012-09-15 20:34:10.570655,0.0003424,4.356790362595609,0.03261147707351405,-1.9498207538042447,0.004375455225847641,4.845308020228822
2012-09-16 20:52:25.060800,0.0003409,4.317009072954902,0.032574825159222165,-1.8123498952709127,0.004375424030206111,4.845222499095474
2012-09-17 14:02:09.292127,0.0003425,4.292544792829698,0.03254864522044225,-3.5652346775971244,0.004375407145191679,4.845171884547166
2012-09-18 18:40:24.543839,0.0003449,4.27033547809807,0.0325032666598904,-2.307525984000483,0.004375372197279297,4.844910085159367
2012-09-19 19:05:11.099040,0.0003495,4.241605613280991,0.03246137875784254,-2.152729241982602,0.004375344448282648,4.844918811805627
2012-09-20 22:10:02.064864,0.0003562,4.232055171614078,0.032421236185046665,-1.3166920956677899,0.004375316655684608,4.844890886537595
2012-09-21 18:36:08.288351,0.0003641,4.210036097770918,0.03238807492925877,-2.2129291385423926,0.004375294360508507,4.844829800013776
2012-09-22 00:10:25.963680,0.0003641,4.212788482001313,0.0323793482829988,-0.7529542379321255,0.004375288906689022,4.844819328038263
2012-09-23 14:16:58.677312,0.0003679,4.213881058113062,0.03231651642992701,-3.3154937696000033,0.004375250860813863,4.8446936643321195
2012-09-24 20:20:43.337184,0.0003705,4.214547773887323,0.032267647210871164,-1.7070227655715593,0.004375221279274451,4.8446116338572764
2012-09-25 20:43:03.872927,0.0003727,4.225911612647058,0.03222924996732729,-1.603095389932303,0.004375197369729761,4.844536584699441
2012-09-26 18:34:27.101856,0.0003736,4.24372269766366,0.032190852723783414,-2.1661874758447297,0.004375177343207421,4.844520876736173
2012-09-27 22:38:22.913664,0.0003748,4.264654431382828,0.03214547416323156,-1.1023726448398952,0.004375151732006245,4.844482479492629
2012-09-28 11:28:45.077663,0.0003764,4.263317509175801,0.03212453021220763,-4.013452682801789,0.004375139646319171,4.844386486383769
2012-09-29 13:21:46.756224,0.0003743,4.276941549316868,0.03208613296866376,-3.515075660224059,0.004375116347590294,4.8442939839334125
2012-09-30 16:58:52.643135,0.000369,4.273803447321783,0.03204424506661589,-2.5443095676307994,0.004375088816751158,4.8438489249741545
2012-10-01 20:00:56.903615,0.0003649,4.290712197115104,0.032004102493820026,-1.74715835705042,0.0043750661724387165,4.84374071456053
