,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
2010-04-25 12:13:31.467936,0.0011903,3.7731557513872094,1.6061043375627417,-3.7724366757353875,0.06340274116617843,5.077396668171272
2010-04-26 13:01:57.579456,0.0012071,3.6976597892629424,1.606109573550498,-3.696825521880489,0.0634027555435272,5.081759991301258
2010-04-27 22:06:32.422176,0.0012238,3.603563853300172,1.606097356245734,-3.6025026931149586,0.06340278025653283,5.087575428368903
2010-04-28 12:59:36.035519,0.0012325,3.5660357837237906,1.6060938655872299,-3.564917027673262,0.06340279479689656,5.090191676917643
2010-04-29 00:34:12.213407,0.0012525,3.529149995312142,1.606097356245734,-3.5279195381894852,0.06340280857840373,5.092224985496215
2010-04-30 09:38:46.889375,0.0012649,3.4447074754421525,1.6060903749287259,-3.4433443732963447,0.0634028300983509,5.098036931905357
2010-05-01 12:06:26.644320,0.0012805,3.3776641428852945,1.6060886295994738,-3.3761265078142872,0.063402854107348,5.1026882343619215
2010-05-02 12:54:52.673760,0.0012932,3.3107377473883197,1.60610259223349,-3.309063976635657,0.06340285730772106,5.107055048150412
2010-05-03 13:43:18.741216,0.0013106,3.2489757811479962,1.6061113188797498,-3.2471327134578902,0.06340285802033171,5.111418371280398
2010-05-04 21:08:39.697727,0.0013379,3.1603828683167645,1.6061374988185297,-3.1582954545313786,0.06340287304553184,5.116954555667723
2010-05-05 00:27:07.147007,0.001339,3.1534574018448507,1.606132262830774,-3.1513769693764746,0.06340287379102767,5.117534004979386
2010-05-06 12:50:02.311008,0.001299,3.1236977927690956,1.6061357534892777,-3.1206713918461366,0.06340565310334512,5.123928891358693
2010-05-08 02:52:25.312224,0.0012877,2.9642445123068932,1.606132262830774,-2.9346472188515738,0.06341099792179347,5.1306239743693425
2010-05-09 00:21:48.377664,0.0014503,2.7808348425318172,1.6062718891709333,-2.7791732890839196,0.06341010292527277,5.134393885553651
2010-05-10 11:05:21.007680,0.001312,2.828710969243274,1.606106082891994,-2.8255850845529533,0.06341098124445013,5.1405269725451594
2010-05-11 13:32:48.308064,0.0013308,2.761629239442872,1.6061130642090018,-2.758543497325345,0.0634110184619943,5.145185256318731
2010-05-12 20:57:54.779615,0.0013474,2.6836810897195527,1.606106082891994,-2.680375436116276,0.06341102394499405,5.1507127140597975
2010-05-13 11:50:51.500832,0.0013538,2.646334534385378,1.6061043375627417,-2.642939868990248,0.06341102885580858,5.153339434584049
2010-05-14 20:55:10.915967,0.001385,2.5715436852789173,1.606097356245734,-2.567913400434768,0.06341103517163672,5.15915138099319
2010-05-15 01:52:49.808064,0.0013895,2.562186975158976,1.606106082891994,-2.5585636716318354,0.0634110316870173,5.160032772265447
2010-05-16 12:36:22.207391,0.0014041,2.481903574896488,1.6061148095382538,-2.4780603598835964,0.06341102938403204,5.166139679318175
2010-05-17 13:24:36.749088,0.0014127,2.4255416573618356,1.6061252815137657,-2.4215762693013043,0.06341102702092655,5.170506493106665
2010-05-18 12:33:38.318688,0.0014163,2.3670172768839617,1.6061270268430177,-2.3629192438002793,0.06341103474104899,5.174578346251568
2010-05-20 04:14:49.576416,0.0015199,2.1141906267693154,1.6061549521110496,-2.128612282378543,0.06340393334286688,5.181573625893561
2010-05-22 05:52:08.667263,0.0013448,2.1559005052334754,1.6061601880988057,-2.159197432190493,0.06339634877674469,5.190302017482785
2010-05-23 18:15:29.776319,0.0013395,2.1997169961047933,1.6060903749287259,-2.1954932993149665,0.06339707550578903,5.196648034643036
2010-05-24 00:52:26.932511,0.0013554,2.052795179671911,1.6061270268430177,-2.0495645752264684,0.06339670229581915,5.197868019790181
2010-05-25 19:52:41.152512,0.0013574,1.989900494747043,1.6061549521110496,-1.9853067881557926,0.06339644815456551,5.205439258085332
2010-05-26 02:29:38.483232,0.0013633,1.9719009141712254,1.6061549521110496,-1.967324660872496,0.06339643959040814,5.206603392696412
2010-05-27 04:57:27.807839,0.0013654,1.9202409136414451,1.6061462254647898,-1.9155564499290927,0.06339644683440263,5.211261676469985
2010-05-30 02:25:29.736768,0.0013112,1.7742772829679077,1.6061427348062858,-1.7359132006798212,0.06340602370536091,5.223480726563197
2010-05-31 23:04:00.506208,0.0013056,1.6652867071686175,1.6061968400130977,-1.66042421987256,0.06340605320543764,5.231338198855676
2010-06-01 18:54:41.448672,0.0013006,1.627327541266993,1.6061706600743175,-1.6226203882743624,0.06340606156371482,5.234848055981437
2010-06-02 09:47:42.297215,0.0013002,1.5945258233050115,1.6061724054035695,-1.5897959810321076,0.06340606819062694,5.237473031176436
2010-06-03 12:15:17.112671,0.001297,1.5406038760646468,1.6061724054035695,-1.5359089403767818,0.06340606185364238,5.242134805608512
2010-06-04 22:58:59.079935,0.0013002,1.4665460652440232,1.6061689147450657,-1.461851129556159,0.06340606009324674,5.2482486939782484
2010-06-05 05:35:52.786175,0.0012987,1.451850392942231,1.6061741507328218,-1.4471729105468851,0.06340605725004897,5.249416319247834
2010-06-06 11:21:54.457343,0.0012976,1.38942520158615,1.6061601880988057,-1.384765172483326,0.06340605785367291,5.2546575429915725
2010-06-07 12:10:15.815136,0.0012982,1.348471050688103,1.6061566974403017,-1.3438337108655531,0.06340606107462206,5.259029592767818
2010-06-08 19:35:30.905951,0.0013016,1.2820996698932625,1.6061514614525458,-1.2774885100094941,0.06340606037842189,5.264567522484396
2010-06-09 12:07:45.158591,0.0012974,1.2484689205365838,1.6061427348062858,-1.2439031392133666,0.06340605556026449,5.267482222335227
2010-06-10 19:33:00.216576,0.0012917,1.192077332404647,1.6061479707940416,-1.1875534389834783,0.0634060571301039,5.273020152051805
2010-06-11 00:30:40.472928,0.0012879,1.1809595850694432,1.6061532067817978,-1.1764863061965825,0.06340605258227508,5.273899797994809
2010-06-12 11:14:22.414272,0.0012814,1.1072333868066986,1.6061532067817978,-1.102840393079429,0.06340604449677796,5.280011941035293
2010-06-13 18:39:37.452384,0.0012738,1.045307359616688,1.6061532067817978,-1.0409894150472523,0.0634060496521455,5.285544634764116
2010-06-14 19:27:58.805855,0.0012685,0.9955497679715815,1.6061671694158137,-0.991299891242976,0.06340604913493074,5.289921920528117
2010-06-15 18:37:06.743135,0.0012653,0.9486440443242339,1.6061671694158137,-0.9444866700459826,0.06340604393415306,5.294000754990027
2010-06-16 21:04:42.585023,0.0013306,0.8303543542703182,1.6061985853423497,-0.8273872945419276,0.06340562978696394,5.298667765409861
2010-06-17 08:39:18.504576,0.0013059,0.9051836006203231,1.6062125479763656,-0.9019058722850781,0.06340528980649998,5.300722017939458
2010-06-18 11:06:56.820095,0.0011938,0.8089583629701197,1.606161933428058,-0.8061815441301965,0.0634043870048494,5.305382047042283
2010-06-19 11:55:21.553536,0.0012192,0.7619531555554084,1.6061950946838455,-0.7583822119058272,0.06340431356278216,5.309750606160025
2010-06-20 17:41:26.324736,0.0011984,0.7035701467469462,1.6061933493545935,-0.6999032099885056,0.06340429924152953,5.315004047208529
2010-06-21 21:48:17.309087,0.0011845,0.6466025999618513,1.6061916040253417,-0.6430787802020745,0.06340428251785472,5.319960782284192
2010-06-22 19:18:13.955615,0.0011838,0.5939599790631982,1.6061863680375856,-0.5905199351075181,0.06340428243284173,5.323751637419524
2010-06-23 08:32:02.648543,0.0011813,0.5634428970920774,1.6061846227083338,-0.5600604490017105,0.06340428463285817,5.326083397300188
2010-06-24 10:59:40.006751,0.0011661,0.5037910339174152,1.6061828773790816,-0.5005325042039415,0.06340428949671088,5.330745171732264
2010-06-25 18:24:58.076639,0.0011602,0.43234947164553134,1.6061916040253417,-0.42926198419875305,0.06340429811513548,5.336283101448843
2010-06-26 19:13:21.815615,0.0011464,0.3780051547261839,1.6061985853423497,-0.37503460433928915,0.06340430661671786,5.340655151225089
2010-06-28 04:17:53.471904,0.0011355,0.29960321939734663,1.6062073119886093,-0.2968351272036829,0.06340430417837196,5.346486296256002
2010-06-29 10:03:57.972672,0.0011113,0.23726878516236913,1.6062195292933736,-0.23463333799185815,0.06340430432934306,5.351737991975253
2010-06-30 09:13:08.133024,0.0011013,0.18177953225371343,1.6062125479763656,-0.17926451280158862,0.06340430753598517,5.3558203170956675
2010-07-01 19:56:53.368800,0.0010673,0.10431134807469311,1.6062160386348694,-0.10195864424300627,0.0634043095107791,5.361951658757923
2010-07-02 19:06:03.516192,0.0010505,0.05045572334590407,1.6062090573178616,-0.048233919208115594,0.06340430978869421,5.36604445585385
2010-07-03 08:19:52.191839,0.0010461,0.01977632575434775,1.6062073119886093,-0.01762258945738715,0.0634043075748372,5.368377961063766
2010-07-04 09:08:15.941183,0.0010273,6.240368889969662,1.6062073119886093,-6.238346053366601,0.0634043058244243,5.372755246827769
2010-07-05 16:33:34.043039,0.0010164,6.1675048843574025,1.6062108026471136,-6.165637382057768,0.06340430299544421,5.378301903190606
2010-07-06 20:40:24.979008,0.0010011,6.098382864661419,1.6062142933056176,-6.09664277139718,0.0634043028753135,5.383269110241782
2010-07-07 04:56:32.901504,0.0010044,6.079709586994332,1.6062160386348694,-6.078027089595409,0.06340429971393291,5.384728205496449
2010-07-08 09:03:23.896224,0.0009883,6.010969794404535,1.6062195292933736,-6.009388526102227,0.0634042937816518,5.389686685901365
2010-07-09 19:47:09.207167,0.0009664,5.921242417559506,1.6062160386348694,-5.919804266255863,0.06340429118782342,5.395812791575866
2010-07-10 17:17:05.810495,0.0009534,5.863239890527979,1.6062177839641214,-5.8619082043087065,0.06340428959767229,5.399607137369701
2010-07-11 21:23:56.779296,0.0009329,5.786921878326022,1.6062212746226256,-5.785714110483641,0.06340428672396488,5.404567363103869
2010-07-12 20:33:07.026048,0.0009245,5.727746490037155,1.6062247652811295,-5.726606790035603,0.06340428503158158,5.408653178882787
2010-07-13 18:03:03.680352,0.0009071,5.6696566965430275,1.6062282559396335,-5.66858331905305,0.06340428250788879,5.412449270005875
2010-07-14 00:39:58.023359,0.0009059,5.652184205401312,1.6062317465981375,-5.65115795180114,0.0634042791120423,5.413620385933963
2010-07-15 08:05:16.214207,0.0008967,5.574969093963831,1.6062387279151453,-5.574019634850746,0.06340428481771648,5.4191670422968015
2010-07-16 10:32:53.619936,0.0008873,5.499816961702208,1.6062404732443973,-5.4989373157592025,0.06340428973933099,5.4238445246921465
2010-07-17 19:37:25.350528,0.0008686,5.404431227422213,1.6062404732443973,-5.403612668003028,0.06340430507591273,5.429686141698571
2010-07-18 00:35:06.068255,0.0008655,5.39076704470835,1.6062422185736496,-5.39001480780074,0.06340430339956803,5.430562296983073
2010-07-19 06:21:10.632096,0.0008625,5.309218280738167,1.6062247652811295,-5.308513167720361,0.06340431364805217,5.4358139927023235
2010-07-20 08:48:47.963520,0.0008415,5.218112093784063,1.6062212746226256,-5.217457595314566,0.06340432835977657,5.440489729768417
2010-07-21 09:37:11.743968,0.0008364,5.134011658447464,1.6062212746226256,-5.133364141294972,0.06340434011448502,5.444861779544662
2010-07-22 18:41:43.366559,0.0008169,5.015859849404456,1.6062300012688853,-5.015292617397557,0.06340435161586111,5.450696415234079
2010-07-23 19:30:07.125408,0.0008121,4.93326737854158,1.6062334919273895,-4.932721090485707,0.06340435870760892,5.455070210339577
2010-07-24 10:23:09.378816,0.0008093,4.885749044326782,1.6062369825858935,-4.885223700221932,0.06340435924459087,5.457695185534576
2010-07-25 19:27:41.069664,0.0008034,4.779947185070886,1.6062474545614054,-4.779427076953791,0.06340436544425009,5.463538547870253
2010-07-26 08:41:29.754816,0.0007999,4.738151785473377,1.6062544358784134,-4.7376316773562825,0.0634043649015104,5.4658737984094214
2010-07-27 17:46:01.458623,0.0008006,4.628894174298533,1.6062561812076654,-4.628363594205927,0.06340436995532885,5.471720651403603
2010-07-28 18:34:25.268447,0.0008,4.552267238818974,1.6062614171954213,-4.551715714775343,0.06340436855429571,5.476106663813864
2010-07-29 19:22:49.060127,0.0008001,4.474271965205851,1.6062561812076654,-4.473704733198954,0.06340436973678024,5.48048744023637
2010-07-30 20:11:12.873407,0.0008029,4.392752871832952,1.6062544358784134,-4.392159459887274,0.06340436765489509,5.48487170731738
2010-07-31 17:41:09.505247,0.0008037,4.324800222735805,1.6062491998906574,-4.324161432229576,0.06340437329481766,5.488667798440468
2010-08-01 18:29:33.322848,0.0008073,4.2553116838969025,1.6062439639029016,-4.254643222793389,0.06340437220524825,5.493050320192225
2010-08-02 19:17:57.160319,0.0008115,4.17870743769762,1.6062369825858935,-4.177988362045798,0.0634043695579598,5.497429351285478
2010-08-03 18:27:07.421759,0.0008152,4.111503534849578,1.6062300012688853,-4.110725118003188,0.06340436948889763,5.50151691239365
2010-08-04 17:36:17.684927,0.000825,4.032691447146522,1.6062212746226256,-4.031850198447062,0.06340436615837562,5.505604473501821
2010-08-05 06:50:06.421920,0.0008239,3.9966399261173273,1.6062177839641214,-3.9957672614913293,0.06340436203760354,5.507939724040989
2010-08-06 09:17:43.869984,0.000839,3.91080812416275,1.6062247652811295,-3.909867391695926,0.06340435865633855,5.512608479790074
2010-08-07 20:01:29.307936,0.0008496,3.806879003194244,1.6062300012688853,-3.8058021350457634,0.06340435970370562,5.518741566781582
2010-08-08 17:31:26.002848,0.0008585,3.743343782433894,1.6062334919273895,-3.742190119798326,0.06340436019821734,5.522535912575417
2010-08-09 19:59:03.493247,0.0008664,3.667654088762656,1.6062439639029016,-3.6664009423597244,0.06340435639207448,5.527211649641511
2010-08-10 17:29:00.181248,0.0008821,3.6046826093507005,1.6062439639029016,-3.603354413789932,0.06340435722407577,5.531009486093851
2010-08-11 08:22:02.515007,0.000886,3.5598084489526745,1.6062439639029016,-3.5584191668680862,0.06340435735560353,5.533639697276605
2010-08-12 09:10:26.399135,0.000894,3.493217156672083,1.6062474545614054,-3.491728390820131,0.06340436029723086,5.538023964357616
2010-08-13 19:54:11.830175,0.000917,3.3896493188587393,1.6062439639029016,-3.3879650761305657,0.06340437151780387,5.544155306019872
2010-08-14 20:42:35.653824,0.0009214,3.326864589676747,1.6062387279151453,-3.325103552461485,0.06340438004232087,5.548532591783873
2010-08-15 16:33:18.750240,0.0009301,3.2689859810221114,1.6062334919273895,-3.2670818268081847,0.06340439228181034,5.552037212921878
2010-08-16 07:26:21.031296,0.0009342,3.2337582553998576,1.6062300012688853,-3.2318034866376237,0.06340439947987885,5.554665678775381
2010-08-17 08:14:44.864448,0.0009465,3.1695022136584345,1.6062195292933736,-3.1674165452023013,0.06340440761454731,5.559041219210131
2010-08-18 09:03:08.639711,0.0009613,3.104321147413454,1.6062125479763656,-3.1021394858484608,0.06340441702968698,5.563420250303384
2010-08-19 18:07:40.374623,0.0009818,3.0214197532729754,1.6062142933056176,-3.0190495961487684,0.0634044316561802,5.569254885992803
2010-08-20 17:16:50.570399,0.0010035,2.966897412769925,1.6062177839641214,-2.9644033372688248,0.06340443958139978,5.573337211113217
2010-08-21 19:44:27.932064,0.0010306,2.9023010318243627,1.6062247652811295,-2.899669075312356,0.06340444393685998,5.578005966862301
2010-08-22 08:58:16.598207,0.0010412,2.8712533697606357,1.6062212746226256,-2.868572544029572,0.06340444519264078,5.580342962730722
2010-08-23 16:23:34.712159,0.0010557,2.798223557869437,1.6062352372566415,-2.79538216184719,0.0634044521942849,5.585893109752063
2010-08-24 18:51:12.080735,0.0010729,2.7364493743243496,1.6062387279151453,-2.7334823145959586,0.06340445063623262,5.5905671014889045
2010-08-25 16:21:08.681471,0.0010811,2.6847474858925215,1.6062334919273895,-2.6816687250920026,0.06340445487875962,5.594364937941244
2010-08-26 18:48:46.059551,0.0010927,2.6244830121504092,1.6062369825858935,-2.621278587643747,0.06340445152830995,5.599040675007337
2010-08-27 04:44:07.562400,0.0010924,2.5994933879203543,1.6062369825858935,-2.596247075511645,0.06340445331996009,5.600792985576339
2010-08-28 07:11:44.926656,0.001112,2.5379146812514906,1.6062300012688853,-2.53454445046589,0.06340445015052439,5.605461741325424
2010-08-29 08:00:08.702783,0.0011276,2.485469282558313,1.6062230199518774,-2.481982114712828,0.06340444907815215,5.60984251774793
2010-08-30 18:43:53.999904,0.0011488,2.4080656755616165,1.6062195292933736,-2.4044161920956957,0.06340444648998497,5.615970368751682
2010-08-31 17:53:04.193952,0.0011575,2.3553375335296156,1.6062142933056176,-2.3515780943208195,0.06340444723665402,5.6200561845306005
